OBS,DX_CD,DX_DSC
9302,S12130B,"Unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture"
9303,S12131A,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture"
9304,S12131B,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture"
9305,S1214XA,"Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for closed fracture"
9306,S1214XB,"Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for open fracture"
9307,S12150A,"Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture"
9308,S12150B,"Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture"
9309,S12151A,"Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture"
9310,S12151B,"Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture"
9311,S12190A,"Other displaced fracture of second cervical vertebra, initial encounter for closed fracture"
9312,S12190B,"Other displaced fracture of second cervical vertebra, initial encounter for open fracture"
9313,S12191A,"Other nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture"
9314,S12191B,"Other nondisplaced fracture of second cervical vertebra, initial encounter for open fracture"
9315,S12200A,"Unspecified displaced fracture of third cervical vertebra, initial encounter for closed fracture"
9316,S12200B,"Unspecified displaced fracture of third cervical vertebra, initial encounter for open fracture"
9317,S12201A,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture"
9318,S12201B,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for open fracture"
9319,S12230A,"Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture"
9320,S12230B,"Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture"
9321,S12231A,"Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture"
9322,S12231B,"Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture"
9323,S1224XA,"Type III traumatic spondylolisthesis of third cervical vertebra, initial encounter for closed fracture"
9324,S1224XB,"Type III traumatic spondylolisthesis of third cervical vertebra, initial encounter for open fracture"
9325,S12250A,"Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture"
9326,S12250B,"Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture"
9327,S12251A,"Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture"
9328,S12251B,"Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture"
9329,S12290A,"Other displaced fracture of third cervical vertebra, initial encounter for closed fracture"
9330,S12290B,"Other displaced fracture of third cervical vertebra, initial encounter for open fracture"
9331,S12291A,"Other nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture"
9332,S12291B,"Other nondisplaced fracture of third cervical vertebra, initial encounter for open fracture"
9333,S12300A,"Unspecified displaced fracture of fourth cervical vertebra, initial encounter for closed fracture"
9334,S12300B,"Unspecified displaced fracture of fourth cervical vertebra, initial encounter for open fracture"
9335,S12301A,"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture"
9336,S12301B,"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for open fracture"
9337,S12330A,"Unspecified traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture"
9338,S12330B,"Unspecified traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture"
9339,S12331A,"Unspecified traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture"
9340,S12331B,"Unspecified traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture"
9341,S1234XA,"Type III traumatic spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture"
9342,S1234XB,"Type III traumatic spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture"
9343,S12350A,"Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture"
9344,S12350B,"Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture"
9345,S12351A,"Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture"
9346,S12351B,"Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture"
9347,S12390A,"Other displaced fracture of fourth cervical vertebra, initial encounter for closed fracture"
9348,S12390B,"Other displaced fracture of fourth cervical vertebra, initial encounter for open fracture"
9349,S12391A,"Other nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture"
9350,S12391B,"Other nondisplaced fracture of fourth cervical vertebra, initial encounter for open fracture"
9351,S12400A,"Unspecified displaced fracture of fifth cervical vertebra, initial encounter for closed fracture"
9352,S12400B,"Unspecified displaced fracture of fifth cervical vertebra, initial encounter for open fracture"
9353,S12401A,"Unspecified nondisplaced fracture of fifth cervical vertebra, initial encounter for closed fracture"
9354,S12401B,"Unspecified nondisplaced fracture of fifth cervical vertebra, initial encounter for open fracture"
9355,S12430A,"Unspecified traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture"
9356,S12430B,"Unspecified traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture"
9357,S12431A,"Unspecified traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture"
9358,S12431B,"Unspecified traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture"
9359,S1244XA,"Type III traumatic spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture"
9360,S1244XB,"Type III traumatic spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture"
9361,S12450A,"Other traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture"
9362,S12450B,"Other traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture"
9363,S12451A,"Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture"
9364,S12451B,"Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture"
9365,S12490A,"Other displaced fracture of fifth cervical vertebra, initial encounter for closed fracture"
9366,S12490B,"Other displaced fracture of fifth cervical vertebra, initial encounter for open fracture"
9367,S12491A,"Other nondisplaced fracture of fifth cervical vertebra, initial encounter for closed fracture"
9368,S12491B,"Other nondisplaced fracture of fifth cervical vertebra, initial encounter for open fracture"
9369,S12500A,"Unspecified displaced fracture of sixth cervical vertebra, initial encounter for closed fracture"
9370,S12500B,"Unspecified displaced fracture of sixth cervical vertebra, initial encounter for open fracture"
9371,S12501A,"Unspecified nondisplaced fracture of sixth cervical vertebra, initial encounter for closed fracture"
9372,S12501B,"Unspecified nondisplaced fracture of sixth cervical vertebra, initial encounter for open fracture"
9373,S12530A,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture"
9374,S12530B,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture"
9375,S12531A,"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture"
9376,S12531B,"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture"
9377,S1254XA,"Type III traumatic spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture"
9378,S1254XB,"Type III traumatic spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture"
9379,S12550A,"Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture"
9380,S12550B,"Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture"
9381,S12551A,"Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture"
9382,S12551B,"Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture"
9383,S12590A,"Other displaced fracture of sixth cervical vertebra, initial encounter for closed fracture"
9384,S12590B,"Other displaced fracture of sixth cervical vertebra, initial encounter for open fracture"
9385,S12591A,"Other nondisplaced fracture of sixth cervical vertebra, initial encounter for closed fracture"
9386,S12591B,"Other nondisplaced fracture of sixth cervical vertebra, initial encounter for open fracture"
9387,S12600A,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for closed fracture"
9388,S12600B,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for open fracture"
9389,S12601A,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture"
9390,S12601B,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for open fracture"
9391,S12630A,"Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture"
9392,S12630B,"Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture"
9393,S12631A,"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture"
9394,S12631B,"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture"
9395,S1264XA,"Type III traumatic spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture"
9396,S1264XB,"Type III traumatic spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture"
9397,S12650A,"Other traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture"
9398,S12650B,"Other traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture"
9399,S12651A,"Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture"
9400,S12651B,"Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture"
9401,S12690A,"Other displaced fracture of seventh cervical vertebra, initial encounter for closed fracture"
9402,S12690B,"Other displaced fracture of seventh cervical vertebra, initial encounter for open fracture"
9403,S12691A,"Other nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture"
9404,S12691B,"Other nondisplaced fracture of seventh cervical vertebra, initial encounter for open fracture"
9405,S128XXA,"Fracture of other parts of neck, initial encounter"
9406,S129XXA,"Fracture of neck, unspecified, initial encounter"
9407,S140XXA,"Concussion and edema of cervical spinal cord, initial encounter"
9408,S140XXD,"Concussion and edema of cervical spinal cord, subsequent encounter"
9409,S140XXS,"Concussion and edema of cervical spinal cord, sequela"
9410,S14101A,"Unspecified injury at C1 level of cervical spinal cord, initial encounter"
9411,S14101D,"Unspecified injury at C1 level of cervical spinal cord, subsequent encounter"
9412,S14101S,"Unspecified injury at C1 level of cervical spinal cord, sequela"
9413,S14102A,"Unspecified injury at C2 level of cervical spinal cord, initial encounter"
9414,S14102D,"Unspecified injury at C2 level of cervical spinal cord, subsequent encounter"
9415,S14102S,"Unspecified injury at C2 level of cervical spinal cord, sequela"
9416,S14103A,"Unspecified injury at C3 level of cervical spinal cord, initial encounter"
9417,S14103D,"Unspecified injury at C3 level of cervical spinal cord, subsequent encounter"
9418,S14103S,"Unspecified injury at C3 level of cervical spinal cord, sequela"
9419,S14104A,"Unspecified injury at C4 level of cervical spinal cord, initial encounter"
9420,S14104D,"Unspecified injury at C4 level of cervical spinal cord, subsequent encounter"
9421,S14104S,"Unspecified injury at C4 level of cervical spinal cord, sequela"
9422,S14105A,"Unspecified injury at C5 level of cervical spinal cord, initial encounter"
9423,S14105D,"Unspecified injury at C5 level of cervical spinal cord, subsequent encounter"
9424,S14105S,"Unspecified injury at C5 level of cervical spinal cord, sequela"
9425,S14106A,"Unspecified injury at C6 level of cervical spinal cord, initial encounter"
9426,S14106D,"Unspecified injury at C6 level of cervical spinal cord, subsequent encounter"
9427,S14106S,"Unspecified injury at C6 level of cervical spinal cord, sequela"
9428,S14107A,"Unspecified injury at C7 level of cervical spinal cord, initial encounter"
9429,S14107D,"Unspecified injury at C7 level of cervical spinal cord, subsequent encounter"
9430,S14107S,"Unspecified injury at C7 level of cervical spinal cord, sequela"
9431,S14108A,"Unspecified injury at C8 level of cervical spinal cord, initial encounter"
9432,S14108D,"Unspecified injury at C8 level of cervical spinal cord, subsequent encounter"
9433,S14108S,"Unspecified injury at C8 level of cervical spinal cord, sequela"
9434,S14109A,"Unspecified injury at unspecified level of cervical spinal cord, initial encounter"
9435,S14109D,"Unspecified injury at unspecified level of cervical spinal cord, subsequent encounter"
9436,S14109S,"Unspecified injury at unspecified level of cervical spinal cord, sequela"
9437,S14111A,"Complete lesion at C1 level of cervical spinal cord, initial encounter"
9438,S14111D,"Complete lesion at C1 level of cervical spinal cord, subsequent encounter"
9439,S14111S,"Complete lesion at C1 level of cervical spinal cord, sequela"
9440,S14112A,"Complete lesion at C2 level of cervical spinal cord, initial encounter"
9441,S14112D,"Complete lesion at C2 level of cervical spinal cord, subsequent encounter"
9442,S14112S,"Complete lesion at C2 level of cervical spinal cord, sequela"
9443,S14113A,"Complete lesion at C3 level of cervical spinal cord, initial encounter"
9444,S14113D,"Complete lesion at C3 level of cervical spinal cord, subsequent encounter"
9445,S14113S,"Complete lesion at C3 level of cervical spinal cord, sequela"
9446,S14114A,"Complete lesion at C4 level of cervical spinal cord, initial encounter"
9447,S14114D,"Complete lesion at C4 level of cervical spinal cord, subsequent encounter"
9448,S14114S,"Complete lesion at C4 level of cervical spinal cord, sequela"
9449,S14115A,"Complete lesion at C5 level of cervical spinal cord, initial encounter"
9450,S14115D,"Complete lesion at C5 level of cervical spinal cord, subsequent encounter"
9451,S14115S,"Complete lesion at C5 level of cervical spinal cord, sequela"
9452,S14116A,"Complete lesion at C6 level of cervical spinal cord, initial encounter"
9453,S14116D,"Complete lesion at C6 level of cervical spinal cord, subsequent encounter"
9454,S14116S,"Complete lesion at C6 level of cervical spinal cord, sequela"
9455,S14117A,"Complete lesion at C7 level of cervical spinal cord, initial encounter"
9456,S14117D,"Complete lesion at C7 level of cervical spinal cord, subsequent encounter"
9457,S14117S,"Complete lesion at C7 level of cervical spinal cord, sequela"
9458,S14118A,"Complete lesion at C8 level of cervical spinal cord, initial encounter"
9459,S14118D,"Complete lesion at C8 level of cervical spinal cord, subsequent encounter"
9460,S14118S,"Complete lesion at C8 level of cervical spinal cord, sequela"
9461,S14119A,"Complete lesion at unspecified level of cervical spinal cord, initial encounter"
9462,S14119D,"Complete lesion at unspecified level of cervical spinal cord, subsequent encounter"
9463,S14119S,"Complete lesion at unspecified level of cervical spinal cord, sequela"
9464,S14121A,"Central cord syndrome at C1 level of cervical spinal cord, initial encounter"
9465,S14121D,"Central cord syndrome at C1 level of cervical spinal cord, subsequent encounter"
9466,S14121S,"Central cord syndrome at C1 level of cervical spinal cord, sequela"
9467,S14122A,"Central cord syndrome at C2 level of cervical spinal cord, initial encounter"
9468,S14122D,"Central cord syndrome at C2 level of cervical spinal cord, subsequent encounter"
9469,S14122S,"Central cord syndrome at C2 level of cervical spinal cord, sequela"
9470,S14123A,"Central cord syndrome at C3 level of cervical spinal cord, initial encounter"
9471,S14123D,"Central cord syndrome at C3 level of cervical spinal cord, subsequent encounter"
9472,S14123S,"Central cord syndrome at C3 level of cervical spinal cord, sequela"
9473,S14124A,"Central cord syndrome at C4 level of cervical spinal cord, initial encounter"
9474,S14124D,"Central cord syndrome at C4 level of cervical spinal cord, subsequent encounter"
9475,S14124S,"Central cord syndrome at C4 level of cervical spinal cord, sequela"
9476,S14125A,"Central cord syndrome at C5 level of cervical spinal cord, initial encounter"
9477,S14125D,"Central cord syndrome at C5 level of cervical spinal cord, subsequent encounter"
9478,S14125S,"Central cord syndrome at C5 level of cervical spinal cord, sequela"
9479,S14126A,"Central cord syndrome at C6 level of cervical spinal cord, initial encounter"
9480,S14126D,"Central cord syndrome at C6 level of cervical spinal cord, subsequent encounter"
9481,S14126S,"Central cord syndrome at C6 level of cervical spinal cord, sequela"
9482,S14127A,"Central cord syndrome at C7 level of cervical spinal cord, initial encounter"
9483,S14127D,"Central cord syndrome at C7 level of cervical spinal cord, subsequent encounter"
9484,S14127S,"Central cord syndrome at C7 level of cervical spinal cord, sequela"
9485,S14128A,"Central cord syndrome at C8 level of cervical spinal cord, initial encounter"
9486,S14128D,"Central cord syndrome at C8 level of cervical spinal cord, subsequent encounter"
9487,S14128S,"Central cord syndrome at C8 level of cervical spinal cord, sequela"
9488,S14129A,"Central cord syndrome at unspecified level of cervical spinal cord, initial encounter"
9489,S14129D,"Central cord syndrome at unspecified level of cervical spinal cord, subsequent encounter"
9490,S14129S,"Central cord syndrome at unspecified level of cervical spinal cord, sequela"
9491,S14131A,"Anterior cord syndrome at C1 level of cervical spinal cord, initial encounter"
9492,S14131D,"Anterior cord syndrome at C1 level of cervical spinal cord, subsequent encounter"
9493,S14131S,"Anterior cord syndrome at C1 level of cervical spinal cord, sequela"
9494,S14132A,"Anterior cord syndrome at C2 level of cervical spinal cord, initial encounter"
9495,S14132D,"Anterior cord syndrome at C2 level of cervical spinal cord, subsequent encounter"
9496,S14132S,"Anterior cord syndrome at C2 level of cervical spinal cord, sequela"
9497,S14133A,"Anterior cord syndrome at C3 level of cervical spinal cord, initial encounter"
9498,S14133D,"Anterior cord syndrome at C3 level of cervical spinal cord, subsequent encounter"
9499,S14133S,"Anterior cord syndrome at C3 level of cervical spinal cord, sequela"
9500,S14134A,"Anterior cord syndrome at C4 level of cervical spinal cord, initial encounter"
9501,S14134D,"Anterior cord syndrome at C4 level of cervical spinal cord, subsequent encounter"
9502,S14134S,"Anterior cord syndrome at C4 level of cervical spinal cord, sequela"
9503,S14135A,"Anterior cord syndrome at C5 level of cervical spinal cord, initial encounter"
9504,S14135D,"Anterior cord syndrome at C5 level of cervical spinal cord, subsequent encounter"
9505,S14135S,"Anterior cord syndrome at C5 level of cervical spinal cord, sequela"
9506,S14136A,"Anterior cord syndrome at C6 level of cervical spinal cord, initial encounter"
9507,S14136D,"Anterior cord syndrome at C6 level of cervical spinal cord, subsequent encounter"
9508,S14136S,"Anterior cord syndrome at C6 level of cervical spinal cord, sequela"
9509,S14137A,"Anterior cord syndrome at C7 level of cervical spinal cord, initial encounter"
9510,S14137D,"Anterior cord syndrome at C7 level of cervical spinal cord, subsequent encounter"
9511,S14137S,"Anterior cord syndrome at C7 level of cervical spinal cord, sequela"
9512,S14138A,"Anterior cord syndrome at C8 level of cervical spinal cord, initial encounter"
9513,S14138D,"Anterior cord syndrome at C8 level of cervical spinal cord, subsequent encounter"
9514,S14138S,"Anterior cord syndrome at C8 level of cervical spinal cord, sequela"
9515,S14139A,"Anterior cord syndrome at unspecified level of cervical spinal cord, initial encounter"
9516,S14139D,"Anterior cord syndrome at unspecified level of cervical spinal cord, subsequent encounter"
9517,S14139S,"Anterior cord syndrome at unspecified level of cervical spinal cord, sequela"
9518,S14141A,"Brown-Sequard syndrome at C1 level of cervical spinal cord, initial encounter"
9519,S14141D,"Brown-Sequard syndrome at C1 level of cervical spinal cord, subsequent encounter"
9520,S14141S,"Brown-Sequard syndrome at C1 level of cervical spinal cord, sequela"
9521,S14142A,"Brown-Sequard syndrome at C2 level of cervical spinal cord, initial encounter"
9522,S14142D,"Brown-Sequard syndrome at C2 level of cervical spinal cord, subsequent encounter"
9523,S14142S,"Brown-Sequard syndrome at C2 level of cervical spinal cord, sequela"
9524,S14143A,"Brown-Sequard syndrome at C3 level of cervical spinal cord, initial encounter"
9525,S14143D,"Brown-Sequard syndrome at C3 level of cervical spinal cord, subsequent encounter"
9526,S14143S,"Brown-Sequard syndrome at C3 level of cervical spinal cord, sequela"
9527,S14144A,"Brown-Sequard syndrome at C4 level of cervical spinal cord, initial encounter"
9528,S14144D,"Brown-Sequard syndrome at C4 level of cervical spinal cord, subsequent encounter"
9529,S14144S,"Brown-Sequard syndrome at C4 level of cervical spinal cord, sequela"
9530,S14145A,"Brown-Sequard syndrome at C5 level of cervical spinal cord, initial encounter"
9531,S14145D,"Brown-Sequard syndrome at C5 level of cervical spinal cord, subsequent encounter"
9532,S14145S,"Brown-Sequard syndrome at C5 level of cervical spinal cord, sequela"
9533,S14146A,"Brown-Sequard syndrome at C6 level of cervical spinal cord, initial encounter"
9534,S14146D,"Brown-Sequard syndrome at C6 level of cervical spinal cord, subsequent encounter"
9535,S14146S,"Brown-Sequard syndrome at C6 level of cervical spinal cord, sequela"
9536,S14147A,"Brown-Sequard syndrome at C7 level of cervical spinal cord, initial encounter"
9537,S14147D,"Brown-Sequard syndrome at C7 level of cervical spinal cord, subsequent encounter"
9538,S14147S,"Brown-Sequard syndrome at C7 level of cervical spinal cord, sequela"
9539,S14148A,"Brown-Sequard syndrome at C8 level of cervical spinal cord, initial encounter"
9540,S14148D,"Brown-Sequard syndrome at C8 level of cervical spinal cord, subsequent encounter"
9541,S14148S,"Brown-Sequard syndrome at C8 level of cervical spinal cord, sequela"
9542,S14149A,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, initial encounter"
9543,S14149D,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, subsequent encounter"
9544,S14149S,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, sequela"
9545,S14151A,"Other incomplete lesion at C1 level of cervical spinal cord, initial encounter"
9546,S14151D,"Other incomplete lesion at C1 level of cervical spinal cord, subsequent encounter"
9547,S14151S,"Other incomplete lesion at C1 level of cervical spinal cord, sequela"
9548,S14152A,"Other incomplete lesion at C2 level of cervical spinal cord, initial encounter"
9549,S14152D,"Other incomplete lesion at C2 level of cervical spinal cord, subsequent encounter"
9550,S14152S,"Other incomplete lesion at C2 level of cervical spinal cord, sequela"
9551,S14153A,"Other incomplete lesion at C3 level of cervical spinal cord, initial encounter"
9552,S14153D,"Other incomplete lesion at C3 level of cervical spinal cord, subsequent encounter"
9553,S14153S,"Other incomplete lesion at C3 level of cervical spinal cord, sequela"
9554,S14154A,"Other incomplete lesion at C4 level of cervical spinal cord, initial encounter"
9555,S14154D,"Other incomplete lesion at C4 level of cervical spinal cord, subsequent encounter"
9556,S14154S,"Other incomplete lesion at C4 level of cervical spinal cord, sequela"
9557,S14155A,"Other incomplete lesion at C5 level of cervical spinal cord, initial encounter"
9558,S14155D,"Other incomplete lesion at C5 level of cervical spinal cord, subsequent encounter"
9559,S14155S,"Other incomplete lesion at C5 level of cervical spinal cord, sequela"
9560,S14156A,"Other incomplete lesion at C6 level of cervical spinal cord, initial encounter"
9561,S14156D,"Other incomplete lesion at C6 level of cervical spinal cord, subsequent encounter"
9562,S14156S,"Other incomplete lesion at C6 level of cervical spinal cord, sequela"
9563,S14157A,"Other incomplete lesion at C7 level of cervical spinal cord, initial encounter"
9564,S14157D,"Other incomplete lesion at C7 level of cervical spinal cord, subsequent encounter"
9565,S14157S,"Other incomplete lesion at C7 level of cervical spinal cord, sequela"
9566,S14158A,"Other incomplete lesion at C8 level of cervical spinal cord, initial encounter"
9567,S14158D,"Other incomplete lesion at C8 level of cervical spinal cord, subsequent encounter"
9568,S14158S,"Other incomplete lesion at C8 level of cervical spinal cord, sequela"
9569,S14159A,"Other incomplete lesion at unspecified level of cervical spinal cord, initial encounter"
9570,S14159D,"Other incomplete lesion at unspecified level of cervical spinal cord, subsequent encounter"
9571,S14159S,"Other incomplete lesion at unspecified level of cervical spinal cord, sequela"
9572,S22000A,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
9573,S22000B,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for open fracture"
9574,S22001A,"Stable burst fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
9575,S22001B,"Stable burst fracture of unspecified thoracic vertebra, initial encounter for open fracture"
9576,S22002A,"Unstable burst fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
9577,S22002B,"Unstable burst fracture of unspecified thoracic vertebra, initial encounter for open fracture"
9578,S22008A,"Other fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
9579,S22008B,"Other fracture of unspecified thoracic vertebra, initial encounter for open fracture"
9580,S22009A,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
9581,S22009B,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for open fracture"
9582,S22010A,"Wedge compression fracture of first thoracic vertebra, initial encounter for closed fracture"
9583,S22010B,"Wedge compression fracture of first thoracic vertebra, initial encounter for open fracture"
9584,S22011A,"Stable burst fracture of first thoracic vertebra, initial encounter for closed fracture"
9585,S22011B,"Stable burst fracture of first thoracic vertebra, initial encounter for open fracture"
9586,S22012A,"Unstable burst fracture of first thoracic vertebra, initial encounter for closed fracture"
9587,S22012B,"Unstable burst fracture of first thoracic vertebra, initial encounter for open fracture"
9588,S22018A,"Other fracture of first thoracic vertebra, initial encounter for closed fracture"
9589,S22018B,"Other fracture of first thoracic vertebra, initial encounter for open fracture"
9590,S22019A,"Unspecified fracture of first thoracic vertebra, initial encounter for closed fracture"
9591,S22019B,"Unspecified fracture of first thoracic vertebra, initial encounter for open fracture"
9592,S22020A,"Wedge compression fracture of second thoracic vertebra, initial encounter for closed fracture"
9593,S22020B,"Wedge compression fracture of second thoracic vertebra, initial encounter for open fracture"
9594,S22021A,"Stable burst fracture of second thoracic vertebra, initial encounter for closed fracture"
9595,S22021B,"Stable burst fracture of second thoracic vertebra, initial encounter for open fracture"
9596,S22022A,"Unstable burst fracture of second thoracic vertebra, initial encounter for closed fracture"
9597,S22022B,"Unstable burst fracture of second thoracic vertebra, initial encounter for open fracture"
9598,S22028A,"Other fracture of second thoracic vertebra, initial encounter for closed fracture"
9599,S22028B,"Other fracture of second thoracic vertebra, initial encounter for open fracture"
9600,S22029A,"Unspecified fracture of second thoracic vertebra, initial encounter for closed fracture"
9601,S22029B,"Unspecified fracture of second thoracic vertebra, initial encounter for open fracture"
9602,S22030A,"Wedge compression fracture of third thoracic vertebra, initial encounter for closed fracture"
9603,S22030B,"Wedge compression fracture of third thoracic vertebra, initial encounter for open fracture"
9604,S22031A,"Stable burst fracture of third thoracic vertebra, initial encounter for closed fracture"
9605,S22031B,"Stable burst fracture of third thoracic vertebra, initial encounter for open fracture"
9606,S22032A,"Unstable burst fracture of third thoracic vertebra, initial encounter for closed fracture"
9607,S22032B,"Unstable burst fracture of third thoracic vertebra, initial encounter for open fracture"
9608,S22038A,"Other fracture of third thoracic vertebra, initial encounter for closed fracture"
9609,S22038B,"Other fracture of third thoracic vertebra, initial encounter for open fracture"
9610,S22039A,"Unspecified fracture of third thoracic vertebra, initial encounter for closed fracture"
9611,S22039B,"Unspecified fracture of third thoracic vertebra, initial encounter for open fracture"
9612,S22040A,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for closed fracture"
9613,S22040B,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for open fracture"
9614,S22041A,"Stable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture"
9615,S22041B,"Stable burst fracture of fourth thoracic vertebra, initial encounter for open fracture"
9616,S22042A,"Unstable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture"
9617,S22042B,"Unstable burst fracture of fourth thoracic vertebra, initial encounter for open fracture"
9618,S22048A,"Other fracture of fourth thoracic vertebra, initial encounter for closed fracture"
9619,S22048B,"Other fracture of fourth thoracic vertebra, initial encounter for open fracture"
9620,S22049A,"Unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture"
9621,S22049B,"Unspecified fracture of fourth thoracic vertebra, initial encounter for open fracture"
9622,S22050A,"Wedge compression fracture of T5-T6 vertebra, initial encounter for closed fracture"
9623,S22050B,"Wedge compression fracture of T5-T6 vertebra, initial encounter for open fracture"
9624,S22051A,"Stable burst fracture of T5-T6 vertebra, initial encounter for closed fracture"
9625,S22051B,"Stable burst fracture of T5-T6 vertebra, initial encounter for open fracture"
9626,S22052A,"Unstable burst fracture of T5-T6 vertebra, initial encounter for closed fracture"
9627,S22052B,"Unstable burst fracture of T5-T6 vertebra, initial encounter for open fracture"
9628,S22058A,"Other fracture of T5-T6 vertebra, initial encounter for closed fracture"
